"Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"WWF-Russia",2015,"WWF-Russia_2015","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Russian Federation","Europe",NA,"non-english"
"XacBank",2015,"XacBank_2015","Private company","Large","Financial Services","Financials","Mongolia","Asia",NA,"english"
"Xerox",2015,"Xerox_2015","Private company","MNE","Equipment","Resource Transformation","United States of America","Northern America","No","english"
"Xiamen ITG Group",2015,"XiamenITGGroup_2015","State-owned company","Large","Conglomerates","Conglomerates","Mainland China","Asia",NA,"non-english"
"XIGNUX",2015,"XIGNUX_2015","Private company","MNE","Conglomerates","Conglomerates","Mexico","Latin America & the Caribbean","No","non-english"
"Xilong Scientific",2015,"XilongScientific_2015","Private company","Large","Chemicals","Resource Transformation","Mainland China","Asia",NA,"non-english"
"Xinjiang Joinworld",2015,"XinjiangJoinworld_2015","State-owned company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"XXL SPORT",2015,"XXLSPORT_2015","Private company","SME","Textiles and Apparel","Consumer Goods","Norway","Europe","No","english"
"Yamada Denki",2015,"YamadaDenki_2015","Private company","Large","Retailers","Consumer Goods","Japan","Asia",NA,"non-english"
"Yamana Gold",2015,"YamanaGold_2015","Private company","MNE","Mining","Extractives and Minerals Processing","Canada","Northern America","No","non-english"
"Yamato Holdings",2015,"YamatoHoldings_2015","Private company","Large","Logistics","Transportation","Japan","Asia",NA,"non-english"
"Yanzhou Coal Mining Company",2015,"YanzhouCoalMiningCompany_2015","State-owned company","Large","Mining","Extractives and Minerals Processing","Mainland China","Asia","No","non-english"
"Yasar Holding",2015,"YasarHolding_2015","Private company","Large","Conglomerates","Conglomerates","Turkey","Asia","No","english"
"YASKAWA ELECTRIC CORPORATION",2015,"YASKAWAELECTRICCORPORATION_2015","Private company","MNE","Equipment","Resource Transformation","Japan","Asia","No","non-english"
"Yfy Inc.",2015,"YfyInc._2015","Private company","MNE","Forest and Paper Products","Renewable Resources & Alternative Energy","Taiwan","Asia","No","non-english"
"YGSOFT",2015,"YGSOFT_2015","Private company","Large","Telecommunications","Technology and Communications","Mainland China","Asia","No","non-english"
"Yieh Phui Enterprise Co., Ltd.",2015,"YiehPhuiEnterpriseCo.,Ltd._2015","Private company","MNE","Construction Materials","Extractives and Minerals Processing","Taiwan","Asia","No","non-english"
"YKK",2015,"YKK_2015","Private company","MNE","Construction Materials","Extractives and Minerals Processing","Japan","Asia",NA,"english"
"YMTC",2015,"YMTC_2015","Private company","MNE","Other","Other","Taiwan","Asia","No","english"
"Yokogawa Group",2015,"YokogawaGroup_2015","Private company","Large","Conglomerates","Conglomerates","Japan","Asia","No","non-english"
"Yokohama Rubber Co., Ltd.",2015,"YokohamaRubberCo.,Ltd._2015","Private company","Large","Construction Materials","Extractives and Minerals Processing","Japan","Asia","No","english"
"yonyou",2015,"yonyou_2015","Private company","Large","Other","Other","Mainland China","Asia","No","non-english"
"YOOX Group",2015,"YOOXGroup_2015","Private company","Large","Commercial Services","Financials","Italy","Europe","Yes","english"
"York Timber",2015,"YorkTimber_2015","Private company","MNE","Other","Other","South Africa","Africa",NA,"english"
"Young Optics Inc.",2015,"YoungOpticsInc._2015","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"youzu.com",2015,"youzu.com_2015","Private company","Large","Other","Other","Mainland China","Asia","No","non-english"
"YTL",2015,"YTL_2015","Private company","MNE","Conglomerates","Conglomerates","Malaysia","Asia",NA,"english"
"Yuanta Futures Co., Ltd.",2015,"YuantaFuturesCo.,Ltd._2015","Private company","Large","Financial Services","Financials","Taiwan","Asia","No","non-english"
"Yuexiu Group",2015,"YuexiuGroup_2015","State-owned company","Large","Conglomerates","Conglomerates","Mainland China","Asia",NA,"non-english"
"Yuhan-Kimberly",2015,"Yuhan-Kimberly_2015","Subsidiary","Large","Household and Personal Products","Consumer Goods","Korea, Republic of","Asia","No","non-english"
"Yüksel",2015,"Yüksel_2015","Private company","Large","Construction","Infrastructure","Turkey","Asia","No","non-english"
"Yulon Nissan Motor Co., Ltd",2015,"YulonNissanMotorCo.,Ltd_2015","Private company","MNE","Automotive","Transportation","Taiwan","Asia","No","non-english"
"Yum Brands",2015,"YumBrands_2015","Private company","MNE","Food and Beverage Products","Food and Beverage","United States of America","Northern America","No","english"
"Yunnan Baiyao Group",2015,"YunnanBaiyaoGroup_2015","State-owned company","Large","Healthcare Products","Healthcare","Mainland China","Asia","No","non-english"
"Yunnan Tin Group",2015,"YunnanTinGroup_2015","State-owned company","Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia","No","non-english"
"Zain Group Kuwait",2015,"ZainGroupKuwait_2015","Private company","MNE","Telecommunications","Technology and Communications","Kuwait","Asia","No","english"
"Zalsman BV",2015,"ZalsmanBV_2015","Private company","Large","Media","Technology and Communications","Netherlands","Europe",NA,"non-english"
"Zarcam",2015,"Zarcam_2015","Private company","SME","Logistics","Transportation","Argentina","Latin America & the Caribbean","No","non-english"
"Zeeman",2015,"Zeeman_2015","Private company","MNE","Textiles and Apparel","Consumer Goods","Netherlands","Europe","No","non-english"
"Zeon Corp.",2015,"ZeonCorp._2015","Private company","MNE","Chemicals","Resource Transformation","Japan","Asia","No","english"
"zero waste sa",2015,"zerowastesa_2015","State-owned company","SME","Public Agency","Services","Australia","Oceania","No","english"
"Zhejiang China Commodities City Group Co Ltd",2015,"ZhejiangChinaCommoditiesCityGroupCoLtd_2015","Private company","MNE","Construction","Infrastructure","Mainland China","Asia","No","non-english"
"Zhejiang Chint Electrics",2015,"ZhejiangChintElectrics_2015","Private company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"Zhejiang Hisun Pharmaceutical Company",2015,"ZhejiangHisunPharmaceuticalCompany_2015","State-owned company","Large","Healthcare Products","Healthcare","Mainland China","Asia",NA,"non-english"
"Zhejiang Jolly",2015,"ZhejiangJolly_2015","State-owned company","Large","Healthcare Products","Healthcare","Mainland China","Asia",NA,"non-english"
"ZHEJIANG JUHUA",2015,"ZHEJIANGJUHUA_2015","Subsidiary","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"ZHEJIANG WEIMING ENVIRONMENTAL PROTECTION",2015,"ZHEJIANGWEIMINGENVIRONMENTALPROTECTION_2015","Subsidiary","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"Zhejiang Weixing New Building Materials",2015,"ZhejiangWeixingNewBuildingMaterials_2015","Private company","Large","Construction Materials","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"Zhengzhou Newcapec Electronics",2015,"ZhengzhouNewcapecElectronics_2015","Private company","SME","Technology Hardware","Technology and Communications","Mainland China","Asia","No","non-english"
"Zona Franca de Barranquilla",2015,"ZonaFrancadeBarranquilla_2015","Private company","Large","Logistics","Transportation","Colombia","Latin America & the Caribbean","No","non-english"
"Zorlu Holding",2015,"ZorluHolding_2015","Private company","Large","Conglomerates","Conglomerates","Turkey","Asia","Yes","non-english"
"ZTE Corporation",2015,"ZTECorporation_2015","State-owned company","Large","Technology Hardware","Technology and Communications","Mainland China","Asia","No","english"
"Zwack Unicum Nyrt",2015,"ZwackUnicumNyrt_2015","Private company","Large","Food and Beverage Products","Food and Beverage","Hungary","Europe","No","english"
"Raiffeisenbank Bulgaria",2016,"RaiffeisenbankBulgaria_2016","Public institution","MNE","Financial Services","Financials","Bulgaria","Europe",NA,"english"
"Chihong Zinc&Germanium",2016,"Chihong Zinc&Germanium_2016","State-owned company","Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"Kailuan Energy Chemical Co.,Ltd.",2016,"KailuanEnergyChemicalCo.,Ltd._2016","Private company","Large","Mining","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"Hikvision",2016,"Hikvision_2016","State-owned company","Large","Technology Hardware","Technology and Communications","Mainland China","Asia",NA,"non-english"
"NanJing Iron & Steel",2016,"NanJingIron&Steel_2016","State-owned company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"Rizhao Port Co., Ltd.",2016,"RizhaoPortCo.,Ltd._2016","State-owned company","Large","Logistics","Transportation","Mainland China","Asia",NA,"non-english"
"Tiantan Bio",2016,"TiantanBio_2016","Subsidiary","Large","Healthcare Products","Healthcare","Mainland China","Asia",NA,"non-english"
"Titan Company Limited",2016,"TitanCompanyLimited_2016","Private company","MNE","Other","Other","India","Asia",NA,"english"
"104",2016,"104_2016","Private company","MNE","Media","Technology and Communications","Taiwan","Asia",NA,"non-english"
"20km de Lausanne",2016,"20kmdeLausanne_2016","Non-profit organization","SME","Tourism/Leisure","Tourism/Leisure","Switzerland","Europe",NA,"non-english"
"3M",2016,"3M_2016","Private company","MNE","Conglomerates","Conglomerates","United States of America","Northern America","Yes","english"
"3M Argentina",2016,"3MArgentina_2016","Subsidiary","Large","Conglomerates","Conglomerates","Argentina","Latin America & the Caribbean","No","non-english"
"3M Brazil",2016,"3MBrazil_2016","Subsidiary","Large","Conglomerates","Conglomerates","Brazil","Latin America & the Caribbean",NA,"non-english"
"4D SOFT Kft.",2016,"4DSOFTKft._2016","Private company","SME","Computers","Technology and Communications","Hungary","Europe",NA,"non-english"
"A Coruña Port Authority",2016,"ACoruñaPortAuthority_2016","State-owned company","SME","Public Agency","Services","Spain","Europe","No","english"
"A&E",2016,"A&E_2016","Private company","Large","Textiles and Apparel","Consumer Goods","United States of America","Northern America","No","non-english"
"a&e erlebnisreisen",2016,"a&eerlebnisreisen_2016","Private company","SME","Tourism/Leisure","Tourism/Leisure","Germany","Europe",NA,"non-english"
"A. S. Watson Group",2016,"A.S.WatsonGroup_2016","Private company","MNE","Retailers","Consumer Goods","Hong Kong","Asia",NA,"english"
"A.C.CAMARGO CANCER CENTER",2016,"A.C.CAMARGOCANCERCENTER_2016","Private company","Large","Healthcare Services","Healthcare","Brazil","Latin America & the Caribbean","No","non-english"
"A.G. BARR",2016,"A.G.BARR_2016","State-owned company","Large","Food and Beverage Products","Food and Beverage","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"AAC Technologies",2016,"AACTechnologies_2016","Private company","Large","Technology Hardware","Technology and Communications","Hong Kong","Asia","No","english"
"AAK",2016,"AAK_2016","Private company","Large","Conglomerates","Conglomerates","Sweden","Europe","Yes","english"
"AB science",2016,"ABscience_2016","Private company","SME","Healthcare Products","Healthcare","France","Europe","No","non-english"
"AB Vassilopoulos",2016,"ABVassilopoulos_2016","Private company","Large","Retailers","Consumer Goods","Greece","Europe",NA,"non-english"
"ABANCA",2016,"ABANCA_2016","Private company","Large","Financial Services","Financials","Spain","Europe","No","non-english"
"ABB Asea Brown Boveri Ltd",2016,"ABBAseaBrownBoveriLtd_2016","Private company","MNE","Equipment","Resource Transformation","Switzerland","Europe","Yes","english"
"ABB India Ltd.",2016,"ABBIndiaLtd._2016","Private company","Large","Equipment","Resource Transformation","India","Asia",NA,"english"
"Abbott",2016,"Abbott_2016","Private company","Large","Healthcare Products","Healthcare","United States of America","Northern America",NA,"english"
"Abbott China",2016,"AbbottChina_2016","Subsidiary","Large","Healthcare Products","Healthcare","Mainland China","Asia",NA,"english"
"Abbott Russia",2016,"AbbottRussia_2016","Private company","MNE","Chemicals","Resource Transformation","Russian Federation","Europe",NA,"non-english"
"ABC - AUSTRALIAN BROADCASTING CORPORATION",2016,"ABC-AUSTRALIANBROADCASTINGCORPORATION_2016","State-owned company","Large","Media","Technology and Communications","Australia","Oceania",NA,"english"
"ABC arbitrage Group",2016,"ABCarbitrageGroup_2016","Private company","SME","Financial Services","Financials","France","Europe",NA,"english"
"ABC PRODEIN",2016,"ABCPRODEIN_2016","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Colombia","Latin America & the Caribbean","No","non-english"
"Abengoa",2016,"Abengoa_2016","Private company","Large","Conglomerates","Conglomerates","Spain","Europe","No","non-english"
"Abengoa Bioenergía",2016,"AbengoaBioenergía_2016","Private company","Large","Energy","Extractives and Minerals Processing","Spain","Europe","No","non-english"
"Abertis",2016,"Abertis_2016","Private company","Large","Other","Other","Spain","Europe","Yes","english"
"Abfallwirtschaftsbetrieb München",2016,"AbfallwirtschaftsbetriebMünchen_2016","State-owned company","Large","Waste Management","Infrastructure","Germany","Europe","No","non-english"
"Ablerex Electronics Co., Ltd.",2016,"AblerexElectronicsCo.,Ltd._2016","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"ABM Industries Incorporated",2016,"ABMIndustriesIncorporated_2016","Private company","MNE","Commercial Services","Financials","United States of America","Northern America","No","english"
"Abu Dhabi Commercial Bank (ADCB)",2016,"AbuDhabiCommercialBank(ADCB)_2016","State-owned company","MNE","Real Estate","Infrastructure","United Arab Emirates","Asia",NA,"english"
"Acacia Mining",2016,"AcaciaMining_2016","Private company","MNE","Mining","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"ACC Limited",2016,"ACCLimited_2016","Private company","Large","Construction Materials","Extractives and Minerals Processing","India","Asia","No","english"
"Accentuate",2016,"Accentuate_2016","Private company","Large","Construction","Infrastructure","South Africa","Africa",NA,"english"
"Accenture",2016,"Accenture_2016","Private company","MNE","Commercial Services","Financials","United States of America","Northern America","No","english"
"Accenture Spain",2016,"AccentureSpain_2016","Private company","Large","Commercial Services","Financials","Spain","Europe","Yes","english"
"Access Bank Ghana",2016,"AccessBankGhana_2016","Private company","Large","Financial Services","Financials","Ghana","Africa",NA,"english"
"Access Engineering",2016,"AccessEngineering_2016","Private company","Large","Construction","Infrastructure","Sri lanka","Asia","No","english"
"Acciona",2016,"Acciona_2016","Private company","MNE","Construction","Infrastructure","Spain","Europe","Yes","non-english"
"Acerinox",2016,"Acerinox_2016","Private company","MNE","Metals Products","Extractives and Minerals Processing","Spain","Europe","No","non-english"
"Acesco",2016,"Acesco_2016","Private company","Large","Metals Products","Extractives and Minerals Processing","Colombia","Latin America & the Caribbean","No","non-english"
"Achmea Holding",2016,"AchmeaHolding_2016","Subsidiary","Large","Financial Services","Financials","Netherlands","Europe","No","non-english"
"Acindar Grupo ArcelorMittal",2016,"AcindarGrupoArcelorMittal_2016","Private company","MNE","Metals Products","Extractives and Minerals Processing","Argentina","Latin America & the Caribbean","No","non-english"
"Acme Electronics Corporation",2016,"AcmeElectronicsCorporation_2016","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"Acteos",2016,"Acteos_2016","Private company","MNE","Logistics","Transportation","France","Europe",NA,"non-english"
"Actia",2016,"Actia_2016","Private company","SME","Equipment","Resource Transformation","France","Europe",NA,"non-english"
"ACTIVA MUTUA",2016,"ACTIVAMUTUA_2016","Public institution","Large","Healthcare Services","Healthcare","Spain","Europe",NA,"non-english"
"Actron Technology Corporation (ATC)",2016,"ActronTechnologyCorporation(ATC)_2016","Private company","Large","Automotive","Transportation","Taiwan","Asia","No","non-english"
"Acucap Properties",2016,"AcucapProperties_2016","Private company","Large","Real Estate","Infrastructure","South Africa","Africa",NA,"non-english"
"Acueducto Metropolitano de Bucaramanga",2016,"AcueductoMetropolitanodeBucaramanga_2016","State-owned company","SME","Water Utilities","Infrastructure","Colombia","Latin America & the Caribbean",NA,"non-english"
"Ad Plastik Group",2016,"AdPlastikGroup_2016","Cooperative","MNE","Automotive","Transportation","Croatia","Europe","No","english"
"Adapt IT Group",2016,"AdaptITGroup_2016","Private company","Large","Telecommunications","Technology and Communications","South Africa","Africa",NA,"english"
"Adcock Ingram Holdings Limited",2016,"AdcockIngramHoldingsLimited_2016","Private company","Large","Healthcare Products","Healthcare","South Africa","Africa",NA,"english"
"Adcorp",2016,"Adcorp_2016","Private company","Large","Commercial Services","Financials","South Africa","Africa",NA,"english"
"Addsino",2016,"Addsino_2016","State-owned company","Large","Aviation","Transportation","Mainland China","Asia",NA,"non-english"
"Addtech",2016,"Addtech_2016","Private company","Large","Technology Hardware","Technology and Communications","Sweden","Europe",NA,"english"
"Adeka",2016,"Adeka_2016","Private company","Large","Healthcare Products","Healthcare","Japan","Asia","No","english"
"Adelaide Brighton Ltd",2016,"AdelaideBrightonLtd_2016","Private company","Large","Construction Materials","Extractives and Minerals Processing","Australia","Oceania",NA,"english"
"ADFIAP",2016,"ADFIAP_2016","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Philippines","Asia","Yes","english"
"Adidas Group",2016,"AdidasGroup_2016","Private company","Large","Retailers","Consumer Goods","Germany","Europe",NA,"english"
"ADIF",2016,"ADIF_2016","Public institution","Large","Construction","Infrastructure","Spain","Europe","No","non-english"
"Adira Finance",2016,"AdiraFinance_2016","Subsidiary","Large","Financial Services","Financials","Indonesia","Asia","No","english"
"Adisseo France SAS",2016,"AdisseoFranceSAS_2016","Private company","MNE","Chemicals","Resource Transformation","France","Europe","No","english"
"Adler Modemärkte AG",2016,"AdlerModemärkteAG_2016","Private company","SME","Retailers","Consumer Goods","Germany","Europe",NA,"non-english"
"Adobe Systems",2016,"AdobeSystems_2016","Private company","Large","Computers","Technology and Communications","United States of America","Northern America",NA,"english"
"ADRI-NOC",2016,"ADRI-NOC_2016","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Spain","Europe",NA,"non-english"
"Advanced Control & Systems",2016,"AdvancedControl&Systems_2016","Private company","MNE","Computers","Technology and Communications","Taiwan","Asia","No","non-english"
"Advanced International Multitech Co., Ltd.",2016,"AdvancedInternationalMultitechCo.,Ltd._2016","Private company","MNE","Other","Other","Taiwan","Asia","No","non-english"
"Advantech Co., Ltd.",2016,"AdvantechCo.,Ltd._2016","Private company","MNE","Computers","Technology and Communications","Taiwan","Asia","No","non-english"
"Advtech",2016,"Advtech_2016","Private company","Large","Other","Other","South Africa","Africa",NA,"english"
"AEB Amsterdam",2016,"AEBAmsterdam_2016","State-owned company","Large","Waste Management","Infrastructure","Netherlands","Europe","No","non-english"
"Aebi Schmidt (ASH)",2016,"AebiSchmidt(ASH)_2016","Private company","Large","Automotive","Transportation","Switzerland","Europe","No","english"
"AECA",2016,"AECA_2016","Non-profit organization","Large","Non-Profit / Services","Non-Profit / Services","Spain","Europe",NA,"non-english"
"AECC",2016,"AECC_2016","State-owned company","Large","Chemicals","Resource Transformation","Russian Federation","Europe","No","non-english"
"AECI",2016,"AECI_2016","Private company","Large","Chemicals","Resource Transformation","South Africa","Africa",NA,"english"
"AECOM",2016,"AECOM_2016","Private company","Large","Other","Other","United States of America","Northern America","No","english"
"AEG",2016,"AEG_2016","Subsidiary","MNE","Other","Other","United States of America","Northern America",NA,"english"
"AEGEAN MOTORWAY",2016,"AEGEANMOTORWAY_2016","Private company","Large","Construction","Infrastructure","Greece","Europe","No","english"
"Aegis Limited",2016,"AegisLimited_2016","Private company","MNE","Technology Hardware","Technology and Communications","India","Asia","No","english"
"AEM (Atomenergomash)",2016,"AEM(Atomenergomash)_2016","Private company","Large","Energy","Extractives and Minerals Processing","Russian Federation","Europe","No","non-english"
"AENA",2016,"AENA_2016","Private company","Large","Aviation","Transportation","Spain","Europe","No","non-english"
"Aeon",2016,"Aeon_2016","Private company","MNE","Retailers","Consumer Goods","Japan","Asia","No","english"
"Aeroflot",2016,"Aeroflot_2016","Private company","Large","Aviation","Transportation","Russian Federation","Europe",NA,"non-english"
"Aeroports de Paris (ADP)",2016,"AeroportsdeParis(ADP)_2016","Private company","Large","Aviation","Transportation","France","Europe","No","english"
"Aeropuertos Argentina 2000",2016,"AeropuertosArgentina2000_2016","Private company","Large","Aviation","Transportation","Argentina","Latin America & the Caribbean","No","non-english"
"Aerosun",2016,"Aerosun_2016","Private company","Large","Energy","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"AEW Energie",2016,"AEWEnergie_2016","Private company","SME","Energy Utilities","Infrastructure","Switzerland","Europe",NA,"non-english"
"AFLAC",2016,"AFLAC_2016","Private company","MNE","Financial Services","Financials","United States of America","Northern America",NA,"english"
"AfrAsia Bank",2016,"AfrAsiaBank_2016","Subsidiary","Large","Financial Services","Financials","Mauritius","Africa",NA,"english"
"Africa Reinsurance Corporation",2016,"AfricaReinsuranceCorporation_2016","Private company","Large","Financial Services","Financials","Nigeria","Africa",NA,"english"
"African and Overseas Enterprises",2016,"AfricanandOverseasEnterprises_2016","Private company","MNE","Textiles and Apparel","Consumer Goods","South Africa","Africa",NA,"english"
"African Bank Investments (ABIL)",2016,"AfricanBankInvestments(ABIL)_2016","Private company","Large","Financial Services","Financials","South Africa","Africa",NA,"english"
"African Dawn",2016,"AfricanDawn_2016","Private company","Large","Financial Services","Financials","South Africa","Africa",NA,"english"
"African Equity Empowerment Investments (Sekunjalo Investments)",2016,"AfricanEquityEmpowermentInvestments(SekunjaloInvestments)_2016","Private company","Large","Other","Other","South Africa","Africa",NA,"english"
"African Sun Ltd",2016,"AfricanSunLtd_2016","Private company","Large","Tourism/Leisure","Tourism/Leisure","Zimbabwe","Africa",NA,"english"
"Afrimat",2016,"Afrimat_2016","Private company","Large","Construction Materials","Extractives and Minerals Processing","South Africa","Africa",NA,"english"
"AfroCentric Investment Corporation Limited",2016,"AfroCentricInvestmentCorporationLimited_2016","Private company","Large","Conglomerates","Conglomerates","South Africa","Africa",NA,"english"
"AG2R",2016,"AG2R_2016","Cooperative","Large","Financial Services","Financials","France","Europe",NA,"non-english"
"Agder Energi",2016,"AgderEnergi_2016","Private company","Large","Energy","Extractives and Minerals Processing","Norway","Europe","No","non-english"
"Agency for Social Information",2016,"AgencyforSocialInformation_2016","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Russian Federation","Europe",NA,"non-english"
"AGR",2016,"AGR_2016","Private company","SME","Waste Management","Infrastructure","Austria","Europe",NA,"non-english"
"AGRANA Group",2016,"AGRANAGroup_2016","Private company","MNE","Food and Beverage Products","Food and Beverage","Austria","Europe","No","english"
"AGRAVIS Raiffeisen AG",2016,"AGRAVISRaiffeisenAG_2016","Private company","Large","Agriculture","Food and Beverage","Germany","Europe","No","non-english"
"Agricultural Bank of China",2016,"AgriculturalBankofChina_2016","State-owned company","Large","Financial Services","Financials","Mainland China","Asia","No","non-english"
"AgroFair",2016,"AgroFair_2016","Private company","SME","Agriculture","Food and Beverage","Netherlands","Europe",NA,"english"
"Agropalma",2016,"Agropalma_2016","Private company","Large","Agriculture","Food and Beverage","Brazil","Latin America & the Caribbean","No","non-english"
"Agrosuper Servicios Corporativos",2016,"AgrosuperServiciosCorporativos_2016","Private company","Large","Food and Beverage Products","Food and Beverage","Chile","Latin America & the Caribbean","No","non-english"
"AGUAS DE ALBACETE",2016,"AGUASDEALBACETE_2016","Private company","SME","Water Utilities","Infrastructure","Spain","Europe","No","non-english"
"Aguas de Alicante",2016,"AguasdeAlicante_2016","Subsidiary","SME","Water Utilities","Infrastructure","Spain","Europe","No","non-english"
"Aguas de Cartagena",2016,"AguasdeCartagena_2016","Subsidiary","SME","Water Utilities","Infrastructure","Colombia","Latin America & the Caribbean","No","non-english"
"Águas de Lisboa e Vale do Tejo",2016,"ÁguasdeLisboaeValedoTejo_2016","State-owned company","Large","Water Utilities","Infrastructure","Portugal","Europe","No","non-english"
"Aguas de occidente",2016,"Aguasdeoccidente_2016","Subsidiary","Large","Water Utilities","Infrastructure","Colombia","Latin America & the Caribbean",NA,"non-english"
"Águas de Portugal",2016,"ÁguasdePortugal_2016","State-owned company","Large","Water Utilities","Infrastructure","Portugal","Europe","No","non-english"
"Aguas de Urabá",2016,"AguasdeUrabá_2016","Subsidiary","SME","Water Utilities","Infrastructure","Colombia","Latin America & the Caribbean",NA,"non-english"
"Aguas kpital Cúcuta",2016,"AguaskpitalCúcuta_2016","Subsidiary","SME","Water Utilities","Infrastructure","Colombia","Latin America & the Caribbean",NA,"non-english"
"Agv Products Corporation",2016,"AgvProductsCorporation_2016","Private company","MNE","Food and Beverage Products","Food and Beverage","Taiwan","Asia","No","non-english"
"Ahold",2016,"Ahold_2016","Private company","MNE","Retailers","Consumer Goods","Netherlands","Europe","No","english"
"Ah-vest",2016,"Ah-vest_2016","Private company","Large","Food and Beverage Products","Food and Beverage","South Africa","Africa",NA,"english"
"Aichi Steel",2016,"AichiSteel_2016","Subsidiary","Large","Metals Products","Extractives and Minerals Processing","Japan","Asia","No","non-english"
"Aida Cruises",2016,"AidaCruises_2016","Subsidiary","Large","Tourism/Leisure","Tourism/Leisure","Germany","Europe","No","non-english"
"AIDC",2016,"AIDC_2016","Private company","Large","Other","Other","Taiwan","Asia","No","non-english"
"Aier Eye Hospital",2016,"AierEyeHospital_2016","Private company","Large","Healthcare Products","Healthcare","Mainland China","Asia",NA,"non-english"
"AIG (American International Group)",2016,"AIG(AmericanInternationalGroup)_2016","Private company","MNE","Financial Services","Financials","United States of America","Northern America","No","english"
"Air China",2016,"AirChina_2016","State-owned company","Large","Aviation","Transportation","Hong Kong","Asia","No","non-english"
"Air France-KLM",2016,"AirFrance-KLM_2016","Private company","Large","Aviation","Transportation","France","Europe",NA,"english"
"AIR LIQUIDE",2016,"AIRLIQUIDE_2016","Private company","Large","Chemicals","Resource Transformation","France","Europe",NA,"english"
"Air Products",2016,"AirProducts_2016","Private company","Large","Chemicals","Resource Transformation","United States of America","Northern America","No","english"
"AIRPLUS INTERNATIONAL",2016,"AIRPLUSINTERNATIONAL_2016","Private company","MNE","Financial Services","Financials","Italy","Europe",NA,"english"
"Airport Authority Hong Kong",2016,"AirportAuthorityHongKong_2016","Public institution","Large","Aviation","Transportation","Hong Kong","Asia","No","english"
"Aisin Seiki",2016,"AisinSeiki_2016","Private company","MNE","Equipment","Resource Transformation","Japan","Asia","No","english"
"AITEC",2016,"AITEC_2016","Non-profit organization","SME","Construction Materials","Extractives and Minerals Processing","Italy","Europe",NA,"non-english"
"Aitken Spence",2016,"AitkenSpence_2016","Private company","Large","Conglomerates","Conglomerates","Sri lanka","Asia","Yes","english"
"AJ Lucas",2016,"AJLucas_2016","Private company","Large","Other","Other","Australia","Oceania",NA,"english"
"Ajinomoto",2016,"Ajinomoto_2016","Private company","MNE","Food and Beverage Products","Food and Beverage","Japan","Asia","No","english"
"Akademiska Hus",2016,"AkademiskaHus_2016","State-owned company","SME","Real Estate","Infrastructure","Sweden","Europe","Yes","english"
"AKASTOR",2016,"AKASTOR_2016","Private company","MNE","Energy","Extractives and Minerals Processing","Norway","Europe",NA,"english"
"Akbank",2016,"Akbank_2016","Private company","Large","Financial Services","Financials","Turkey","Asia","No","english"
"Akçansa",2016,"Akçansa_2016","Private company","Large","Construction Materials","Extractives and Minerals Processing","Turkey","Asia","No","english"
"Akebono Brake Industry",2016,"AkebonoBrakeIndustry_2016","Private company","MNE","Other","Other","Japan","Asia",NA,"english"
"Akenerji Elektrik Uretim",2016,"AkenerjiElektrikUretim_2016","Private company","Large","Energy","Extractives and Minerals Processing","Turkey","Asia","No","english"
"Aker",2016,"Aker_2016","Private company","Large","Conglomerates","Conglomerates","Norway","Europe","Yes","english"
"Akkhie Prakarn",2016,"AkkhiePrakarn_2016","Private company","SME","Financial Services","Financials","Thailand","Asia","No","non-english"
"Ak-Kim Kimya San. ve Tic. A.S.",2016,"Ak-KimKimyaSan.veTic.A.S._2016","Private company","Large","Chemicals","Resource Transformation","Turkey","Asia","No","english"
"Aksa Akrilik",2016,"AksaAkrilik_2016","Private company","Large","Textiles and Apparel","Consumer Goods","Turkey","Asia","No","english"
"Aksa Enerji",2016,"AksaEnerji_2016","Private company","Large","Energy","Extractives and Minerals Processing","Turkey","Asia","No","english"
"Aktia Oyj",2016,"AktiaOyj_2016","Private company","Large","Financial Services","Financials","Finland","Europe","Yes","english"
"Akzo Nobel NV",2016,"AkzoNobelNV_2016","Private company","Large","Chemicals","Resource Transformation","Netherlands","Europe","Yes","english"
